epoch,beta,train_loss,train_recon,train_kl,valid_loss,valid_recon,valid_kl
58,0.05,138.29604354486233,118.14338978092844,403.0530737900152,152.06613540649414,131.88081888052133,403.7063492995042
59,0.05,137.37537986941453,117.18053198093321,403.89696729706554,151.17907069279596,130.9348452641414,404.8845085730919
60,0.05,136.36736401813786,116.137898552127,404.5893189965225,151.23996353149414,131.13799080481897,402.03943810096155
61,0.05,135.67947313262195,115.42654337068883,405.0585925590701,150.67378909771259,130.5862291776217,401.75118666428784
62,0.05,135.06874214730612,114.7873916253811,405.6270015065263,154.00925298837515,133.91284590501053,401.92813814603363
63,0.05,134.31957866389578,113.92384096471275,407.91474281869284,149.71248069176306,129.53620294424204,403.5255361703726
64,0.05,133.0968731019555,112.70189581149963,407.8995330066216,148.95115309495193,128.69284996619592,405.1660719651442
65,0.05,132.40369646025866,111.98880812482136,408.2977641780202,148.548766209529,128.09593141995944,409.05669579139123
66,0.05,131.7814243223609,111.31227833817645,409.3829137290396,147.86565780639648,127.2318338247446,412.6764561579778
67,0.05,130.98431969619378,110.47412563417016,410.2038715641673,147.76431626539963,127.2134672311636,411.0169724684495
68,0.05,130.37500033494902,109.82229398401772,411.05412031964556,147.38176169762244,126.55506779597356,416.53387685922473
69,0.05,129.52899728170254,108.94033340826267,411.77327419374046,147.29883751502405,126.76564847506009,410.6637749305138
70,0.05,128.80900205286537,108.1840700475181,412.4986304306402,147.03805806086615,126.47142204871544,411.3326873779297
71,0.05,128.1644549113948,107.4951598004597,413.3858901605374,146.72868611262396,125.9094015268179,416.3857222336989
72,0.05,127.70190351532727,107.01284254120617,413.7812205244855,145.69376549353967,124.99722524789664,413.93077087402344
73,0.05,126.73108535394437,106.00403267464986,414.5410513528963,145.22848569429837,124.28253555297852,418.91900517390326
74,0.05,126.24584023080222,105.5044956114234,414.8268885170541,145.74121005718524,124.89864408052884,416.85133244441107
75,0.05,125.60394863966035,104.81163508717607,415.84625928925306,144.73340724064752,123.75406969510593,419.58673330453723
76,0.05,125.12355860268197,104.32476393536824,415.9758857540968,144.70984209500827,123.82916641235352,417.6135019155649
77,0.05,124.61714269126334,103.77533085520675,416.83622287657204,144.22502400324896,123.81001017643855,408.30027536245495
78,0.05,123.67715982576696,102.80169026444598,417.50938586723515,144.64409520075873,123.75121747530423,417.85753338153546
79,0.05,123.2267113290182,102.31209958704507,418.29222784274964,143.43808130117563,122.62199313823993,416.321770301232
80,0.05,122.73744614763957,101.79778635908917,418.7931910072885,143.27667177640475,122.19477932269757,421.6378619854267
81,0.05,122.24370344208508,101.27338070753144,419.4064444193026,143.4987179682805,122.72168467595027,415.54064002403845
82,0.05,121.61402569282346,100.60686757157488,420.14315602372335,142.8193503159743,121.94043819720929,417.57824354905347
83,0.05,121.29506657298019,100.28819501923351,420.13742184522675,142.40767963115985,121.47979648296649,418.5576488788311
84,0.05,120.62464249773723,99.59036370254144,420.6855660787443,142.61947455772986,121.8322982788086,415.7435114933894
85,0.05,119.94641530106708,98.86993318883384,421.5296334615568,142.01150806133563,121.05425467857948,419.1450500488281
86,0.05,119.48874329357612,98.38403372415682,422.09417411990285,141.86928822444037,120.73563883854793,422.67297011155347
87,0.05,119.092227135635,97.96892283369856,422.4660753203601,141.40017670851486,120.54696361835187,417.06427588829627
88,0.05,118.6643625026796,97.51934695360137,422.90030294278773,142.532895895151,121.23965013944186,425.86490220289966
89,0.05,118.29511688976753,97.12699309558403,423.3624645698361,141.06073408860428,119.97257614135742,421.7631577711839
90,0.05,117.8607986822361,96.65901902361614,424.03558528248857,140.88143744835486,119.50461871807391,427.5363581730769
91,0.05,117.18887504019388,95.96149906065406,424.5475011313834,141.26393391535834,120.07258928739108,423.8268831693209
92,0.05,116.90395403606135,95.6579922187619,424.9192193752382,140.78620147705078,119.42395371657152,427.2449505145733
93,0.05,116.30988784417873,95.04031569318073,425.3914239650819,140.81195009671725,119.57787616436298,424.6814727783203
94,0.05,116.00284818323647,94.70782120867473,425.9005259444074,140.74124791071966,119.4249863257775,426.3252446101262
95,0.05,115.4879653930664,94.14288095613806,426.9016686416254,140.21032685499924,118.81616533719577,427.88323739858777
96,0.05,115.09348881419112,93.74640335455173,426.9416962414253,140.25271166287936,119.03996482262245,424.2549579326923
97,0.05,114.82401897151296,93.46072767304211,427.2658137623857,140.4967437157264,119.19017204871544,426.1314204289363
98,0.05,114.29147610548065,92.90936696122333,427.6421623416063,140.45300263624924,118.9987282386193,429.0854679987981
99,0.05,113.91424828506098,92.48930731052306,428.4988092189882,139.88103162325345,118.28970014131986,431.8266331599309
100,0.05,113.38666638630193,91.95084902135338,428.71633375214367,139.82821244459885,118.49691332303561,426.625977736253
101,0.05,113.14960840736947,91.72400032601705,428.5121434653678,139.81426708514874,118.68793076735277,422.52673691969653
102,0.05,112.6841582507622,91.22270511534155,429.2290496081841,140.2046831571139,119.05110814021184,423.07149916428784
103,0.05,112.41071166992188,90.91991190096228,429.815981385766,139.6935433607835,117.9721932044396,434.42700782189
104,0.05,112.10513692716273,90.60299589575791,430.0428116961223,139.21729190532977,117.54307585496169,433.48430105356067
105,0.05,111.73996600639529,90.19212802793922,430.9567455756955,139.98407510610727,118.44130970881535,430.85530559833234
106,0.05,111.26618216910013,89.7134196211652,431.0552363698076,139.45363822350134,117.77265754112831,433.6195972149189
107,0.05,110.9995228837176,89.40787919207317,431.83286058379383,139.10863729623648,117.60260185828575,430.1207028902494
108,0.05,110.71066280458032,89.10889047762242,432.0354350764577,139.02205834021936,117.48826217651367,430.67592562161957
109,0.05,110.57852277057927,88.96843745534012,432.2016961818788,140.36293998131384,118.73220561100887,432.6146967961238
110,0.05,110.21705675822932,88.57312101038491,432.87870349418824,139.0636232816256,117.50488545344426,431.1747847336989
111,0.05,109.50146008003048,87.82323347882527,433.56451803067836,138.8196942256047,117.59407278207632,424.51243356557995
112,0.05,109.40773255883194,87.74285308093559,433.2975774997618,139.5003433227539,118.05360001784105,428.93487548828125
113,0.05,109.08154773246952,87.4016830444336,433.5972836378144,138.93824914785532,117.18832485492413,434.9984647310697
114,0.05,108.65058072718179,86.93699404088463,434.2717236030393,138.85013169508713,117.2980229304387,431.0421846829928
115,0.05,108.51479719208508,86.78927578809785,434.51041140672635,138.59567466148962,117.12016765887921,429.5101294884315
116,0.05,108.02287593934594,86.27519147919446,434.9536737209413,139.02168508676382,117.49537013127254,430.5262838510367
117,0.05,107.75899926162347,85.99559147532393,435.26814113709986,139.2304573059082,117.28221453153171,438.964841402494
118,0.05,107.59550275104802,85.81634305628334,435.58318005073363,139.0143843430739,117.28176322350136,434.6524458665114
119,0.05,107.27306860947027,85.4764314232803,435.9327328565644,139.3697052001953,117.77844913189227,431.82512840857873
120,0.05,106.9485870361328,85.14048696378383,436.1619893888148,138.86836536114032,117.07986508882962,435.7699878399189
121,0.05,106.58538375482327,84.76435234255906,436.4206173780488,139.2499994131235,117.39160420344426,437.16787484975964
122,0.05,106.47283838783822,84.60908463640911,437.2750602908251,139.10048411442682,116.75980934729942,446.813482431265
123,0.05,106.19558887016483,84.33115733076886,437.2886100955126,138.1428812467135,116.54388134296124,431.979985163762
124,0.05,105.80710345012386,83.93388147121523,437.4644270734089,138.49450419499323,116.61195608285757,437.6509317251352
125,0.05,105.42006865710746,83.5239238087724,437.92287999595084,139.45422392625076,117.29400458702675,443.20438091571515
126,0.05,105.29857386147104,83.3759596289658,438.4522700612138,139.23717674842248,117.69170467670148,430.9094038743239
127,0.05,104.97714854914967,83.05172163800495,438.5085264624619,139.71360837496243,117.84324264526367,437.40728877140924
128,0.05,104.79693890083126,82.82932597834889,439.3522454982851,139.5961793752817,117.85245044414813,434.87457158015326
129,0.05,104.6063770201148,82.66336282869665,438.86026402915394,138.9238108121432,117.0974349975586,436.52751981295074
130,0.05,104.39655363501572,82.43751075558546,439.1808468702363,138.6659921499399,116.54819781963641,442.3558795635517
131,0.05,104.1195361253692,82.10935843863139,440.20354316525345,139.164914057805,117.18073331392728,439.683598445012
132,0.05,103.75587682956602,81.73500276891197,440.41746007407585,138.84870411799506,117.07054754403921,435.56312443659857
133,0.05,103.63089830352038,81.61667463721298,440.2844607469512,139.23478258573093,117.33942912175105,437.9070716271034
134,0.05,103.23575614370951,81.18539130978468,441.0072825362043,138.81975173950195,117.21672762357272,432.06047292856067
135,0.05,103.0284860750524,80.96315947741996,441.3065187035537,139.25342295720026,117.1637449998122,441.7935403677133
136,0.05,102.89653752024581,80.82764323164777,441.3778701410061,138.3885251558744,116.17405319213867,444.28944279597357
137,0.05,102.49103970411348,80.4029960818407,441.76085874976184,138.32491302490234,116.03753955547626,445.7474576509916
138,0.05,102.33830726437452,80.26164174894008,441.5332983993902,138.7891737130972,116.8575342618502,438.632806631235
139,0.05,102.16920768923876,80.05083461854517,442.3674493557069,138.29282555213342,116.21431174645058,441.5702878511869
140,0.05,102.28384685981564,80.1521961863448,442.6329963497999,139.73068442711462,117.71314650315504,440.35076200045074
141,0.05,101.67881082674351,79.53547582858947,442.86668656512006,138.74172063974234,116.53296103844276,444.17520493727466
142,0.05,101.47622111250715,79.32245483398438,443.0753144054878,139.23606931246243,117.28550338745117,439.01133728027344
143,0.05,101.28465453357231,79.10618148431546,443.5694459496475,138.2500223013071,116.02461066612831,444.50825265737683
